"studyid","rltv_mo","errorcode","errormessage","process","premiseid","studypoint","updated_dt","process_run_date","job_run_id"
FPLC-RS44NET2,202406,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2024-07-07 15:06:06.344,20240707,ALR-scheduled__2024-07-06T18:30:00+00:00
FPLC-RS44NET4,202406,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2024-07-07 15:06:06.344,20240707,ALR-scheduled__2024-07-06T18:30:00+00:00
FPLC-RS44NET9,202406,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2024-07-07 15:06:06.344,20240707,ALR-scheduled__2024-07-06T18:30:00+00:00
FPLC-RS44NET2,202406,DIFFBILLCOMP,Interval cut (911.91 kwh) is outside the 10.0% threshold when compared to billed usage (330.0 kwh).,Interval Data Quality,70235805,"66368.0",2024-07-10 15:11:30.493,20240710,ALR-scheduled__2024-07-09T18:30:00+00:00
FPLC-RS44NET4,202406,DIFFBILLCOMP,Interval cut (911.91 kwh) is outside the 10.0% threshold when compared to billed usage (330.0 kwh).,Interval Data Quality,70235805,"66368.0",2024-07-10 15:11:30.493,20240710,ALR-scheduled__2024-07-09T18:30:00+00:00
FPLC-RS44NET9,202406,DIFFBILLCOMP,Interval cut (911.91 kwh) is outside the 10.0% threshold when compared to billed usage (330.0 kwh).,Interval Data Quality,70235805,"66368.0",2024-07-10 15:11:30.493,20240710,ALR-scheduled__2024-07-09T18:30:00+00:00
FPLC-RS44NET2,202407,AUMONTH,"Only 10 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70626774,"72840.0",2024-07-10 15:11:30.493,20240710,ALR-scheduled__2024-07-09T18:30:00+00:00
FPLC-RS44NET4,202407,AUMONTH,"Only 10 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70626774,"72840.0",2024-07-10 15:11:30.493,20240710,ALR-scheduled__2024-07-09T18:30:00+00:00
FPLC-RS44NET9,202407,AUMONTH,"Only 10 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70626774,"72840.0",2024-07-10 15:11:30.493,20240710,ALR-scheduled__2024-07-09T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (2733.04 kwh) is outside the 10.0% threshold when compared to billed usage (2262.0 kwh).,Interval Data Quality,70336847,"72621.0",2024-07-11 15:32:22.835,20240711,ALR-scheduled__2024-07-10T18:30:00+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (2733.04 kwh) is outside the 10.0% threshold when compared to billed usage (2262.0 kwh).,Interval Data Quality,70336847,"72621.0",2024-07-11 15:32:22.835,20240711,ALR-scheduled__2024-07-10T18:30:00+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (2733.04 kwh) is outside the 10.0% threshold when compared to billed usage (2262.0 kwh).,Interval Data Quality,70336847,"72621.0",2024-07-11 15:32:22.835,20240711,ALR-scheduled__2024-07-10T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (726.84 kwh) is outside the 10.0% threshold when compared to billed usage (349.0 kwh).,Interval Data Quality,70622019,"74632.0",2024-07-11 15:32:22.835,20240711,ALR-scheduled__2024-07-10T18:30:00+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (726.84 kwh) is outside the 10.0% threshold when compared to billed usage (349.0 kwh).,Interval Data Quality,70622019,"74632.0",2024-07-11 15:32:22.835,20240711,ALR-scheduled__2024-07-10T18:30:00+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (726.84 kwh) is outside the 10.0% threshold when compared to billed usage (349.0 kwh).,Interval Data Quality,70622019,"74632.0",2024-07-11 15:32:22.835,20240711,ALR-scheduled__2024-07-10T18:30:00+00:00
FPLC-RS44NET2,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70002972,"40793.0",2024-07-17 15:31:29.530,20240717,ALR-scheduled__2024-07-16T18:30:00+00:00
FPLC-RS44NET4,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70002972,"40793.0",2024-07-17 15:31:29.530,20240717,ALR-scheduled__2024-07-16T18:30:00+00:00
FPLC-RS44NET9,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70002972,"40793.0",2024-07-17 15:31:29.530,20240717,ALR-scheduled__2024-07-16T18:30:00+00:00
FPLC-RS44NET2,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"32819.0",2024-07-17 15:31:29.530,20240717,ALR-scheduled__2024-07-16T18:30:00+00:00
FPLC-RS44NET4,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"32819.0",2024-07-17 15:31:29.530,20240717,ALR-scheduled__2024-07-16T18:30:00+00:00
FPLC-RS44NET9,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"32819.0",2024-07-17 15:31:29.530,20240717,ALR-scheduled__2024-07-16T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (1860.25 kwh) is outside the 10.0% threshold when compared to billed usage (608.0 kwh).,Interval Data Quality,70158196,"70150.0",2024-07-17 20:15:50.992,20240717,ALR-manual__2024-07-17T23:38:33.085203+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (1860.25 kwh) is outside the 10.0% threshold when compared to billed usage (608.0 kwh).,Interval Data Quality,70158196,"70150.0",2024-07-17 20:15:50.992,20240717,ALR-manual__2024-07-17T23:38:33.085203+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (1860.25 kwh) is outside the 10.0% threshold when compared to billed usage (608.0 kwh).,Interval Data Quality,70158196,"70150.0",2024-07-17 20:15:50.992,20240717,ALR-manual__2024-07-17T23:38:33.085203+00:00
FPLC-RS44NET2,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2024-07-18 15:21:18.065,20240718,ALR-scheduled__2024-07-17T18:30:00+00:00
FPLC-RS44NET4,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2024-07-18 15:21:18.065,20240718,ALR-scheduled__2024-07-17T18:30:00+00:00
FPLC-RS44NET9,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2024-07-18 15:21:18.065,20240718,ALR-scheduled__2024-07-17T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (1606.66 kwh) is outside the 10.0% threshold when compared to billed usage (964.0 kwh).,Interval Data Quality,70262914,"35696.0",2024-07-24 15:16:56.024,20240724,ALR-scheduled__2024-07-23T18:30:00+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (1606.66 kwh) is outside the 10.0% threshold when compared to billed usage (964.0 kwh).,Interval Data Quality,70262914,"35696.0",2024-07-24 15:16:56.024,20240724,ALR-scheduled__2024-07-23T18:30:00+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (1606.66 kwh) is outside the 10.0% threshold when compared to billed usage (964.0 kwh).,Interval Data Quality,70262914,"35696.0",2024-07-24 15:16:56.024,20240724,ALR-scheduled__2024-07-23T18:30:00+00:00
FPLC-RS44NET2,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70502810,"42281.0",2024-07-24 15:16:56.024,20240724,ALR-scheduled__2024-07-23T18:30:00+00:00
FPLC-RS44NET4,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70502810,"42281.0",2024-07-24 15:16:56.024,20240724,ALR-scheduled__2024-07-23T18:30:00+00:00
FPLC-RS44NET9,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70502810,"42281.0",2024-07-24 15:16:56.024,20240724,ALR-scheduled__2024-07-23T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (2143.18 kwh) is outside the 10.0% threshold when compared to billed usage (1591.0 kwh).,Interval Data Quality,70504044,"47663.0",2024-07-29 19:00:06.119,20240729,ALR-manual__2024-07-29T22:23:21.417453+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (2143.18 kwh) is outside the 10.0% threshold when compared to billed usage (1591.0 kwh).,Interval Data Quality,70504044,"47663.0",2024-07-29 19:00:06.119,20240729,ALR-manual__2024-07-29T22:23:21.417453+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (2143.18 kwh) is outside the 10.0% threshold when compared to billed usage (1591.0 kwh).,Interval Data Quality,70504044,"47663.0",2024-07-29 19:00:06.119,20240729,ALR-manual__2024-07-29T22:23:21.417453+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (1394.81 kwh) is outside the 10.0% threshold when compared to billed usage (956.0 kwh).,Interval Data Quality,70550834,"74724.0",2024-07-30 15:06:48.074,20240730,ALR-scheduled__2024-07-29T18:30:00+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (1394.81 kwh) is outside the 10.0% threshold when compared to billed usage (956.0 kwh).,Interval Data Quality,70550834,"74724.0",2024-07-30 15:06:48.074,20240730,ALR-scheduled__2024-07-29T18:30:00+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (1394.81 kwh) is outside the 10.0% threshold when compared to billed usage (956.0 kwh).,Interval Data Quality,70550834,"74724.0",2024-07-30 15:06:48.074,20240730,ALR-scheduled__2024-07-29T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (873.47 kwh) is outside the 10.0% threshold when compared to billed usage (341.0 kwh).,Interval Data Quality,70548312,"73292.0",2024-07-31 15:11:52.625,20240731,ALR-scheduled__2024-07-30T18:30:00+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (873.47 kwh) is outside the 10.0% threshold when compared to billed usage (341.0 kwh).,Interval Data Quality,70548312,"73292.0",2024-07-31 15:11:52.625,20240731,ALR-scheduled__2024-07-30T18:30:00+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (873.47 kwh) is outside the 10.0% threshold when compared to billed usage (341.0 kwh).,Interval Data Quality,70548312,"73292.0",2024-07-31 15:11:52.625,20240731,ALR-scheduled__2024-07-30T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (2106.94 kwh) is outside the 10.0% threshold when compared to billed usage (1874.0 kwh).,Interval Data Quality,70281751,"56916.0",2024-08-02 15:03:46.563,20240802,ALR-scheduled__2024-08-01T18:30:00+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (2106.94 kwh) is outside the 10.0% threshold when compared to billed usage (1874.0 kwh).,Interval Data Quality,70281751,"56916.0",2024-08-02 15:03:46.563,20240802,ALR-scheduled__2024-08-01T18:30:00+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (2106.94 kwh) is outside the 10.0% threshold when compared to billed usage (1874.0 kwh).,Interval Data Quality,70281751,"56916.0",2024-08-02 15:03:46.563,20240802,ALR-scheduled__2024-08-01T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (421.41 kwh) is outside the 10.0% threshold when compared to billed usage (173.0 kwh).,Interval Data Quality,70108228,"40010.0",2024-08-08 15:12:01.056,20240808,ALR-scheduled__2024-08-07T18:30:00+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (421.41 kwh) is outside the 10.0% threshold when compared to billed usage (173.0 kwh).,Interval Data Quality,70108228,"40010.0",2024-08-08 15:12:01.056,20240808,ALR-scheduled__2024-08-07T18:30:00+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (421.41 kwh) is outside the 10.0% threshold when compared to billed usage (173.0 kwh).,Interval Data Quality,70108228,"40010.0",2024-08-08 15:12:01.056,20240808,ALR-scheduled__2024-08-07T18:30:00+00:00
FPLC-RS44NET2,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2024-08-08 15:12:01.056,20240808,ALR-scheduled__2024-08-07T18:30:00+00:00
FPLC-RS44NET4,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2024-08-08 15:12:01.056,20240808,ALR-scheduled__2024-08-07T18:30:00+00:00
FPLC-RS44NET9,202407,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2024-08-08 15:12:01.056,20240808,ALR-scheduled__2024-08-07T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (1204.62 kwh) is outside the 10.0% threshold when compared to billed usage (712.0 kwh).,Interval Data Quality,70235805,"66368.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (1204.62 kwh) is outside the 10.0% threshold when compared to billed usage (712.0 kwh).,Interval Data Quality,70235805,"66368.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (1204.62 kwh) is outside the 10.0% threshold when compared to billed usage (712.0 kwh).,Interval Data Quality,70235805,"66368.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET2,202407,DIFFBILLCOMP,Interval cut (3041.67 kwh) is outside the 10.0% threshold when compared to billed usage (2586.0 kwh).,Interval Data Quality,70336847,"72621.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET4,202407,DIFFBILLCOMP,Interval cut (3041.67 kwh) is outside the 10.0% threshold when compared to billed usage (2586.0 kwh).,Interval Data Quality,70336847,"72621.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET9,202407,DIFFBILLCOMP,Interval cut (3041.67 kwh) is outside the 10.0% threshold when compared to billed usage (2586.0 kwh).,Interval Data Quality,70336847,"72621.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET2,202407,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70336847,"72621.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET4,202407,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70336847,"72621.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET9,202407,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70336847,"72621.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET2,202408,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70626774,"72840.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET4,202408,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70626774,"72840.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET9,202408,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70626774,"72840.0",2024-08-09 15:11:49.278,20240809,ALR-scheduled__2024-08-08T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (976.26 kwh) is outside the 10.0% threshold when compared to billed usage (729.0 kwh).,Interval Data Quality,70622019,"74632.0",2024-08-10 15:04:04.975,20240810,ALR-scheduled__2024-08-09T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (976.26 kwh) is outside the 10.0% threshold when compared to billed usage (729.0 kwh).,Interval Data Quality,70622019,"74632.0",2024-08-10 15:04:04.975,20240810,ALR-scheduled__2024-08-09T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (976.26 kwh) is outside the 10.0% threshold when compared to billed usage (729.0 kwh).,Interval Data Quality,70622019,"74632.0",2024-08-10 15:04:04.975,20240810,ALR-scheduled__2024-08-09T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (1698.11 kwh) is outside the 10.0% threshold when compared to billed usage (534.0 kwh).,Interval Data Quality,70158196,"70150.0",2024-08-14 15:11:48.626,20240814,ALR-scheduled__2024-08-13T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (1698.11 kwh) is outside the 10.0% threshold when compared to billed usage (534.0 kwh).,Interval Data Quality,70158196,"70150.0",2024-08-14 15:11:48.626,20240814,ALR-scheduled__2024-08-13T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (1698.11 kwh) is outside the 10.0% threshold when compared to billed usage (534.0 kwh).,Interval Data Quality,70158196,"70150.0",2024-08-14 15:11:48.626,20240814,ALR-scheduled__2024-08-13T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (711.29 kwh) is outside the 10.0% threshold when compared to billed usage (544.0 kwh).,Interval Data Quality,70002972,"40793.0",2024-08-15 15:13:14.655,20240815,ALR-scheduled__2024-08-14T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (711.29 kwh) is outside the 10.0% threshold when compared to billed usage (544.0 kwh).,Interval Data Quality,70002972,"40793.0",2024-08-15 15:13:14.655,20240815,ALR-scheduled__2024-08-14T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (711.29 kwh) is outside the 10.0% threshold when compared to billed usage (544.0 kwh).,Interval Data Quality,70002972,"40793.0",2024-08-15 15:13:14.655,20240815,ALR-scheduled__2024-08-14T18:30:00+00:00
FPLC-RS44NET2,202408,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"32819.0",2024-08-15 15:13:14.655,20240815,ALR-scheduled__2024-08-14T18:30:00+00:00
FPLC-RS44NET4,202408,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"32819.0",2024-08-15 15:13:14.655,20240815,ALR-scheduled__2024-08-14T18:30:00+00:00
FPLC-RS44NET9,202408,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"32819.0",2024-08-15 15:13:14.655,20240815,ALR-scheduled__2024-08-14T18:30:00+00:00
FPLC-RS44NET2,202408,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2024-08-16 15:12:09.282,20240816,ALR-scheduled__2024-08-15T18:30:00+00:00
FPLC-RS44NET4,202408,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2024-08-16 15:12:09.282,20240816,ALR-scheduled__2024-08-15T18:30:00+00:00
FPLC-RS44NET9,202408,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2024-08-16 15:12:09.282,20240816,ALR-scheduled__2024-08-15T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (1335.23 kwh) is outside the 10.0% threshold when compared to billed usage (322.0 kwh).,Interval Data Quality,70141101,"54394.0",2024-08-22 15:06:04.984,20240822,ALR-scheduled__2024-08-21T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (1335.23 kwh) is outside the 10.0% threshold when compared to billed usage (322.0 kwh).,Interval Data Quality,70141101,"54394.0",2024-08-22 15:06:04.984,20240822,ALR-scheduled__2024-08-21T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (1335.23 kwh) is outside the 10.0% threshold when compared to billed usage (322.0 kwh).,Interval Data Quality,70141101,"54394.0",2024-08-22 15:06:04.984,20240822,ALR-scheduled__2024-08-21T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (2057.3 kwh) is outside the 10.0% threshold when compared to billed usage (1418.0 kwh).,Interval Data Quality,70262914,"35696.0",2024-08-22 15:06:04.984,20240822,ALR-scheduled__2024-08-21T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (2057.3 kwh) is outside the 10.0% threshold when compared to billed usage (1418.0 kwh).,Interval Data Quality,70262914,"35696.0",2024-08-22 15:06:04.984,20240822,ALR-scheduled__2024-08-21T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (2057.3 kwh) is outside the 10.0% threshold when compared to billed usage (1418.0 kwh).,Interval Data Quality,70262914,"35696.0",2024-08-22 15:06:04.984,20240822,ALR-scheduled__2024-08-21T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (1716.86 kwh) is outside the 10.0% threshold when compared to billed usage (534.0 kwh).,Interval Data Quality,70502810,"42281.0",2024-08-22 15:06:04.984,20240822,ALR-scheduled__2024-08-21T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (1716.86 kwh) is outside the 10.0% threshold when compared to billed usage (534.0 kwh).,Interval Data Quality,70502810,"42281.0",2024-08-22 15:06:04.984,20240822,ALR-scheduled__2024-08-21T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (1716.86 kwh) is outside the 10.0% threshold when compared to billed usage (534.0 kwh).,Interval Data Quality,70502810,"42281.0",2024-08-22 15:06:04.984,20240822,ALR-scheduled__2024-08-21T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (1933.34 kwh) is outside the 10.0% threshold when compared to billed usage (1313.0 kwh).,Interval Data Quality,70504044,"47663.0",2024-08-24 15:03:59.971,20240824,ALR-scheduled__2024-08-23T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (1933.34 kwh) is outside the 10.0% threshold when compared to billed usage (1313.0 kwh).,Interval Data Quality,70504044,"47663.0",2024-08-24 15:03:59.971,20240824,ALR-scheduled__2024-08-23T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (1933.34 kwh) is outside the 10.0% threshold when compared to billed usage (1313.0 kwh).,Interval Data Quality,70504044,"47663.0",2024-08-24 15:03:59.971,20240824,ALR-scheduled__2024-08-23T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (1427.18 kwh) is outside the 10.0% threshold when compared to billed usage (848.0 kwh).,Interval Data Quality,70548312,"73292.0",2024-08-27 15:06:51.617,20240827,ALR-scheduled__2024-08-26T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (1427.18 kwh) is outside the 10.0% threshold when compared to billed usage (848.0 kwh).,Interval Data Quality,70548312,"73292.0",2024-08-27 15:06:51.617,20240827,ALR-scheduled__2024-08-26T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (1427.18 kwh) is outside the 10.0% threshold when compared to billed usage (848.0 kwh).,Interval Data Quality,70548312,"73292.0",2024-08-27 15:06:51.617,20240827,ALR-scheduled__2024-08-26T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (1220.91 kwh) is outside the 10.0% threshold when compared to billed usage (818.0 kwh).,Interval Data Quality,70550834,"74724.0",2024-08-28 15:05:49.216,20240828,ALR-scheduled__2024-08-27T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (1220.91 kwh) is outside the 10.0% threshold when compared to billed usage (818.0 kwh).,Interval Data Quality,70550834,"74724.0",2024-08-28 15:05:49.216,20240828,ALR-scheduled__2024-08-27T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (1220.91 kwh) is outside the 10.0% threshold when compared to billed usage (818.0 kwh).,Interval Data Quality,70550834,"74724.0",2024-08-28 15:05:49.216,20240828,ALR-scheduled__2024-08-27T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (2113.15 kwh) is outside the 10.0% threshold when compared to billed usage (1643.0 kwh).,Interval Data Quality,70281751,"56916.0",2024-08-31 15:02:43.600,20240831,ALR-scheduled__2024-08-30T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (2113.15 kwh) is outside the 10.0% threshold when compared to billed usage (1643.0 kwh).,Interval Data Quality,70281751,"56916.0",2024-08-31 15:02:43.600,20240831,ALR-scheduled__2024-08-30T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (2113.15 kwh) is outside the 10.0% threshold when compared to billed usage (1643.0 kwh).,Interval Data Quality,70281751,"56916.0",2024-08-31 15:02:43.600,20240831,ALR-scheduled__2024-08-30T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (867.47 kwh) is outside the 10.0% threshold when compared to billed usage (371.0 kwh).,Interval Data Quality,70108228,"40010.0",2024-09-07 15:03:33.398,20240907,ALR-scheduled__2024-09-06T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (867.47 kwh) is outside the 10.0% threshold when compared to billed usage (371.0 kwh).,Interval Data Quality,70108228,"40010.0",2024-09-07 15:03:33.398,20240907,ALR-scheduled__2024-09-06T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (867.47 kwh) is outside the 10.0% threshold when compared to billed usage (371.0 kwh).,Interval Data Quality,70108228,"40010.0",2024-09-07 15:03:33.398,20240907,ALR-scheduled__2024-09-06T18:30:00+00:00
FPLC-RS44NET2,202408,DIFFBILLCOMP,Interval cut (1063.31 kwh) is outside the 10.0% threshold when compared to billed usage (671.0 kwh).,Interval Data Quality,70235805,"66368.0",2024-09-11 18:11:03.987,20240911,ALR-scheduled__2024-09-10T18:30:00+00:00
FPLC-RS44NET4,202408,DIFFBILLCOMP,Interval cut (1063.31 kwh) is outside the 10.0% threshold when compared to billed usage (671.0 kwh).,Interval Data Quality,70235805,"66368.0",2024-09-11 18:11:03.987,20240911,ALR-scheduled__2024-09-10T18:30:00+00:00
FPLC-RS44NET9,202408,DIFFBILLCOMP,Interval cut (1063.31 kwh) is outside the 10.0% threshold when compared to billed usage (671.0 kwh).,Interval Data Quality,70235805,"66368.0",2024-09-11 18:11:03.987,20240911,ALR-scheduled__2024-09-10T18:30:00+00:00
FPLC-RS44NET2,202409,DIFFBILLCOMP,Interval cut (3663.32 kwh) is outside the 10.0% threshold when compared to billed usage (3165.0 kwh).,Interval Data Quality,70336847,"72621.0",2024-09-12 19:23:33.161,20240912,ALR-scheduled__2024-09-11T18:30:00+00:00
FPLC-RS44NET4,202409,DIFFBILLCOMP,Interval cut (3663.32 kwh) is outside the 10.0% threshold when compared to billed usage (3165.0 kwh).,Interval Data Quality,70336847,"72621.0",2024-09-12 19:23:33.161,20240912,ALR-scheduled__2024-09-11T18:30:00+00:00
FPLC-RS44NET9,202409,DIFFBILLCOMP,Interval cut (3663.32 kwh) is outside the 10.0% threshold when compared to billed usage (3165.0 kwh).,Interval Data Quality,70336847,"72621.0",2024-09-12 19:23:33.161,20240912,ALR-scheduled__2024-09-11T18:30:00+00:00
